train_id,st_code,trip_no,arrival,departure,dist
16535,SUR,6,2022-03-07 12:10:00,2022-03-07 12:10:00,965
16535,MYS,7,2022-03-07 15:45:00,2022-03-07 15:45:00,0
16535,PANP,7,2022-03-07 16:02:00,2022-03-07 16:03:00,20
16535,MYA,7,2022-03-07 16:26:00,2022-03-07 16:27:00,46
16535,MAD,7,2022-03-07 16:41:00,2022-03-07 16:42:00,65
16535,CPT,7,2022-03-07 17:01:00,2022-03-07 17:02:00,83
16535,RMGM,7,2022-03-07 17:16:00,2022-03-07 17:17:00,94
16535,BID,7,2022-03-07 17:28:00,2022-03-07 17:29:00,109
16535,KGI,7,2022-03-07 17:45:00,2022-03-07 17:46:00,127
16535,SBC,7,2022-03-07 18:35:00,2022-03-07 18:55:00,139
16535,YPR,7,2022-03-07 19:06:00,2022-03-07 19:07:00,144
16535,TK,7,2022-03-07 19:53:00,2022-03-07 19:55:00,208
16535,TTR,7,2022-03-07 20:59:00,2022-03-07 21:00:00,279
16535,ASK,7,2022-03-07 21:20:00,2022-03-07 21:25:00,304
16535,RRB,7,2022-03-07 22:03:00,2022-03-07 22:05:00,349
16535,JRU,7,2022-03-07 22:49:00,2022-03-07 22:50:00,418
16535,DVG,7,2022-03-07 23:28:00,2022-03-07 23:30:00,464
16535,HRR,7,2022-03-07 23:45:00,2022-03-07 23:47:00,477
16535,RNR,7,2022-03-08 00:08:00,2022-03-08 00:10:00,500
16535,HVR,7,2022-03-08 00:40:00,2022-03-08 00:42:00,533
16535,UBL,7,2022-03-08 02:55:00,2022-03-08 03:05:00,608
16535,GDG,7,2022-03-08 04:10:00,2022-03-08 04:20:00,666
16535,HLAR,7,2022-03-08 05:09:00,2022-03-08 05:10:00,714
16535,BDM,7,2022-03-08 05:29:00,2022-03-08 05:30:00,733
16535,GED,7,2022-03-08 05:44:00,2022-03-08 05:45:00,746
16535,BGK,7,2022-03-08 06:03:00,2022-03-08 06:05:00,759
16535,LMT,7,2022-03-08 06:43:00,2022-03-08 06:44:00,794
16535,BSRX,7,2022-03-08 07:05:00,2022-03-08 07:06:00,812
16535,BJP,7,2022-03-08 08:25:00,2022-03-08 08:30:00,856
16535,IDR,7,2022-03-08 09:15:00,2022-03-08 09:16:00,906
16535,SUR,7,2022-03-08 12:10:00,2022-03-08 12:10:00,965
12539,YPR,1,2022-03-01 13:30:00,2022-03-01 13:30:00,0
12539,KJM,1,2022-03-01 14:04:00,2022-03-01 14:05:00,23
12539,BWT,1,2022-03-01 14:34:00,2022-03-01 14:35:00,79
12539,JTJ,1,2022-03-01 16:25:00,2022-03-01 16:30:00,157
12539,KPD,1,2022-03-01 17:45:00,2022-03-01 18:00:00,241
12539,AJJ,1,2022-03-01 18:48:00,2022-03-01 18:50:00,302
12539,PER,1,2022-03-01 19:35:00,2022-03-01 19:40:00,365
12539,BZA,1,2022-03-02 02:15:00,2022-03-02 02:25:00,794
12539,WL,1,2022-03-02 05:23:00,2022-03-02 05:25:00,1002
12539,BPQ,1,2022-03-02 09:55:00,2022-03-02 10:00:00,1244
12539,NGP,1,2022-03-02 13:05:00,2022-03-02 13:10:00,1455
12539,ET,1,2022-03-02 18:40:00,2022-03-02 18:50:00,1752
12539,JBP,1,2022-03-02 22:20:00,2022-03-02 22:30:00,1998
12539,STA,1,2022-03-03 01:15:00,2022-03-03 01:20:00,2187
12539,MKP,1,2022-03-03 02:40:00,2022-03-03 02:42:00,2264
12539,PRYJ,1,2022-03-03 04:45:00,2022-03-03 05:05:00,2364
12539,PBH,1,2022-03-03 06:25:00,2022-03-03 06:30:00,2423
12539,AME,1,2022-03-03 07:06:00,2022-03-03 07:08:00,2458
12539,RBL,1,2022-03-03 08:52:00,2022-03-03 08:57:00,2518
12539,LKO,1,2022-03-03 11:15:00,2022-03-03 11:15:00,2596
12539,YPR,2,2022-03-02 13:30:00,2022-03-02 13:30:00,0
12539,KJM,2,2022-03-02 14:04:00,2022-03-02 14:05:00,23
12539,BWT,2,2022-03-02 14:34:00,2022-03-02 14:35:00,79
12539,JTJ,2,2022-03-02 16:25:00,2022-03-02 16:30:00,157
12539,KPD,2,2022-03-02 17:45:00,2022-03-02 18:00:00,241
12539,AJJ,2,2022-03-02 18:48:00,2022-03-02 18:50:00,302
12539,PER,2,2022-03-02 19:35:00,2022-03-02 19:40:00,365
12539,BZA,2,2022-03-03 02:15:00,2022-03-03 02:25:00,794
12539,WL,2,2022-03-03 05:23:00,2022-03-03 05:25:00,1002
12539,BPQ,2,2022-03-03 09:55:00,2022-03-03 10:00:00,1244
12539,NGP,2,2022-03-03 13:05:00,2022-03-03 13:10:00,1455
12539,ET,2,2022-03-03 18:40:00,2022-03-03 18:50:00,1752
12539,JBP,2,2022-03-03 22:20:00,2022-03-03 22:30:00,1998
12539,STA,2,2022-03-04 01:15:00,2022-03-04 01:20:00,2187
12539,MKP,2,2022-03-04 02:40:00,2022-03-04 02:42:00,2264
12539,PRYJ,2,2022-03-04 04:45:00,2022-03-04 05:05:00,2364
12539,PBH,2,2022-03-04 06:25:00,2022-03-04 06:30:00,2423
12539,AME,2,2022-03-04 07:06:00,2022-03-04 07:08:00,2458
12539,RBL,2,2022-03-04 08:52:00,2022-03-04 08:57:00,2518
12539,LKO,2,2022-03-04 11:15:00,2022-03-04 11:15:00,2596
12539,YPR,3,2022-03-03 13:30:00,2022-03-03 13:30:00,0
12539,KJM,3,2022-03-03 14:04:00,2022-03-03 14:05:00,23
12539,BWT,3,2022-03-03 14:34:00,2022-03-03 14:35:00,79
12539,JTJ,3,2022-03-03 16:25:00,2022-03-03 16:30:00,157
12539,KPD,3,2022-03-03 17:45:00,2022-03-03 18:00:00,241
12539,AJJ,3,2022-03-03 18:48:00,2022-03-03 18:50:00,302
12539,PER,3,2022-03-03 19:35:00,2022-03-03 19:40:00,365
12539,BZA,3,2022-03-04 02:15:00,2022-03-04 02:25:00,794
12539,WL,3,2022-03-04 05:23:00,2022-03-04 05:25:00,1002
12539,BPQ,3,2022-03-04 09:55:00,2022-03-04 10:00:00,1244
12539,NGP,3,2022-03-04 13:05:00,2022-03-04 13:10:00,1455
12539,ET,3,2022-03-04 18:40:00,2022-03-04 18:50:00,1752
12539,JBP,3,2022-03-04 22:20:00,2022-03-04 22:30:00,1998
12539,STA,3,2022-03-05 01:15:00,2022-03-05 01:20:00,2187
12539,MKP,3,2022-03-05 02:40:00,2022-03-05 02:42:00,2264
12539,PRYJ,3,2022-03-05 04:45:00,2022-03-05 05:05:00,2364
12539,PBH,3,2022-03-05 06:25:00,2022-03-05 06:30:00,2423
12539,AME,3,2022-03-05 07:06:00,2022-03-05 07:08:00,2458
12539,RBL,3,2022-03-05 08:52:00,2022-03-05 08:57:00,2518
12539,LKO,3,2022-03-05 11:15:00,2022-03-05 11:15:00,2596
12539,YPR,4,2022-03-04 13:30:00,2022-03-04 13:30:00,0
12539,KJM,4,2022-03-04 14:04:00,2022-03-04 14:05:00,23
12539,BWT,4,2022-03-04 14:34:00,2022-03-04 14:35:00,79
12539,JTJ,4,2022-03-04 16:25:00,2022-03-04 16:30:00,157
12539,KPD,4,2022-03-04 17:45:00,2022-03-04 18:00:00,241
12539,AJJ,4,2022-03-04 18:48:00,2022-03-04 18:50:00,302
12539,PER,4,2022-03-04 19:35:00,2022-03-04 19:40:00,365
12539,BZA,4,2022-03-05 02:15:00,2022-03-05 02:25:00,794
12539,WL,4,2022-03-05 05:23:00,2022-03-05 05:25:00,1002
12539,BPQ,4,2022-03-05 09:55:00,2022-03-05 10:00:00,1244
12539,NGP,4,2022-03-05 13:05:00,2022-03-05 13:10:00,1455
12539,ET,4,2022-03-05 18:40:00,2022-03-05 18:50:00,1752
12539,JBP,4,2022-03-05 22:20:00,2022-03-05 22:30:00,1998
12539,STA,4,2022-03-06 01:15:00,2022-03-06 01:20:00,2187
12539,MKP,4,2022-03-06 02:40:00,2022-03-06 02:42:00,2264
12539,PRYJ,4,2022-03-06 04:45:00,2022-03-06 05:05:00,2364
12539,PBH,4,2022-03-06 06:25:00,2022-03-06 06:30:00,2423
12539,AME,4,2022-03-06 07:06:00,2022-03-06 07:08:00,2458
12539,RBL,4,2022-03-06 08:52:00,2022-03-06 08:57:00,2518
12539,LKO,4,2022-03-06 11:15:00,2022-03-06 11:15:00,2596
12539,YPR,5,2022-03-05 13:30:00,2022-03-05 13:30:00,0
12539,KJM,5,2022-03-05 14:04:00,2022-03-05 14:05:00,23
12539,BWT,5,2022-03-05 14:34:00,2022-03-05 14:35:00,79
12539,JTJ,5,2022-03-05 16:25:00,2022-03-05 16:30:00,157
12539,KPD,5,2022-03-05 17:45:00,2022-03-05 18:00:00,241
12539,AJJ,5,2022-03-05 18:48:00,2022-03-05 18:50:00,302
12539,PER,5,2022-03-05 19:35:00,2022-03-05 19:40:00,365
12539,BZA,5,2022-03-06 02:15:00,2022-03-06 02:25:00,794
12539,WL,5,2022-03-06 05:23:00,2022-03-06 05:25:00,1002
12539,BPQ,5,2022-03-06 09:55:00,2022-03-06 10:00:00,1244
12539,NGP,5,2022-03-06 13:05:00,2022-03-06 13:10:00,1455
12539,ET,5,2022-03-06 18:40:00,2022-03-06 18:50:00,1752
12539,JBP,5,2022-03-06 22:20:00,2022-03-06 22:30:00,1998
12539,STA,5,2022-03-07 01:15:00,2022-03-07 01:20:00,2187
12539,MKP,5,2022-03-07 02:40:00,2022-03-07 02:42:00,2264
12539,PRYJ,5,2022-03-07 04:45:00,2022-03-07 05:05:00,2364
12539,PBH,5,2022-03-07 06:25:00,2022-03-07 06:30:00,2423
12539,AME,5,2022-03-07 07:06:00,2022-03-07 07:08:00,2458
12539,RBL,5,2022-03-07 08:52:00,2022-03-07 08:57:00,2518
12539,LKO,5,2022-03-07 11:15:00,2022-03-07 11:15:00,2596
12539,YPR,6,2022-03-06 13:30:00,2022-03-06 13:30:00,0
12539,KJM,6,2022-03-06 14:04:00,2022-03-06 14:05:00,23
12539,BWT,6,2022-03-06 14:34:00,2022-03-06 14:35:00,79
12539,JTJ,6,2022-03-06 16:25:00,2022-03-06 16:30:00,157
12539,KPD,6,2022-03-06 17:45:00,2022-03-06 18:00:00,241
12539,AJJ,6,2022-03-06 18:48:00,2022-03-06 18:50:00,302
12539,PER,6,2022-03-06 19:35:00,2022-03-06 19:40:00,365
12539,BZA,6,2022-03-07 02:15:00,2022-03-07 02:25:00,794
12539,WL,6,2022-03-07 05:23:00,2022-03-07 05:25:00,1002
12539,BPQ,6,2022-03-07 09:55:00,2022-03-07 10:00:00,1244
12539,NGP,6,2022-03-07 13:05:00,2022-03-07 13:10:00,1455
12539,ET,6,2022-03-07 18:40:00,2022-03-07 18:50:00,1752
12539,JBP,6,2022-03-07 22:20:00,2022-03-07 22:30:00,1998
12539,STA,6,2022-03-08 01:15:00,2022-03-08 01:20:00,2187
12539,MKP,6,2022-03-08 02:40:00,2022-03-08 02:42:00,2264
12539,PRYJ,6,2022-03-08 04:45:00,2022-03-08 05:05:00,2364
12539,PBH,6,2022-03-08 06:25:00,2022-03-08 06:30:00,2423
12539,AME,6,2022-03-08 07:06:00,2022-03-08 07:08:00,2458
12539,RBL,6,2022-03-08 08:52:00,2022-03-08 08:57:00,2518
12539,LKO,6,2022-03-08 11:15:00,2022-03-08 11:15:00,2596
12539,YPR,7,2022-03-07 13:30:00,2022-03-07 13:30:00,0
12539,KJM,7,2022-03-07 14:04:00,2022-03-07 14:05:00,23
12539,BWT,7,2022-03-07 14:34:00,2022-03-07 14:35:00,79
12539,JTJ,7,2022-03-07 16:25:00,2022-03-07 16:30:00,157
12539,KPD,7,2022-03-07 17:45:00,2022-03-07 18:00:00,241
12539,AJJ,7,2022-03-07 18:48:00,2022-03-07 18:50:00,302
12539,PER,7,2022-03-07 19:35:00,2022-03-07 19:40:00,365
12539,BZA,7,2022-03-08 02:15:00,2022-03-08 02:25:00,794
12539,WL,7,2022-03-08 05:23:00,2022-03-08 05:25:00,1002
12539,BPQ,7,2022-03-08 09:55:00,2022-03-08 10:00:00,1244
12539,NGP,7,2022-03-08 13:05:00,2022-03-08 13:10:00,1455
12539,ET,7,2022-03-08 18:40:00,2022-03-08 18:50:00,1752
12539,JBP,7,2022-03-08 22:20:00,2022-03-08 22:30:00,1998
12539,STA,7,2022-03-09 01:15:00,2022-03-09 01:20:00,2187
12539,MKP,7,2022-03-09 02:40:00,2022-03-09 02:42:00,2264
12539,PRYJ,7,2022-03-09 04:45:00,2022-03-09 05:05:00,2364
12539,PBH,7,2022-03-09 06:25:00,2022-03-09 06:30:00,2423
12539,AME,7,2022-03-09 07:06:00,2022-03-09 07:08:00,2458
12539,RBL,7,2022-03-09 08:52:00,2022-03-09 08:57:00,2518
12539,LKO,7,2022-03-09 11:15:00,2022-03-09 11:15:00,2596
18048,VSG,1,2022-03-01 06:30:00,2022-03-01 06:30:00,0
18048,MAO,1,2022-03-01 06:55:00,2022-03-01 07:00:00,28
18048,SVM,1,2022-03-01 07:21:00,2022-03-01 07:22:00,44
18048,QLM,1,2022-03-01 07:45:00,2022-03-01 07:50:00,62
18048,CLR,1,2022-03-01 09:05:00,2022-03-01 09:10:00,121
18048,LD,1,2022-03-01 09:43:00,2022-03-01 09:45:00,146
18048,DWR,1,2022-03-01 11:08:00,2022-03-01 11:10:00,216
18048,UBL,1,2022-03-01 11:50:00,2022-03-01 12:00:00,236
18048,GDG,1,2022-03-01 12:58:00,2022-03-01 13:00:00,294
18048,KBL,1,2022-03-01 13:50:00,2022-03-01 13:52:00,352
18048,HPT,1,2022-03-01 14:24:00,2022-03-01 14:26:00,379
18048,TNGL,1,2022-03-01 14:59:00,2022-03-01 15:00:00,412
18048,BAY,1,2022-03-01 16:18:00,2022-03-01 16:20:00,445
18048,GTL,1,2022-03-01 17:40:00,2022-03-01 17:50:00,495
18048,DHNE,1,2022-03-01 18:48:00,2022-03-01 18:50:00,564
18048,NDL,1,2022-03-01 20:20:00,2022-03-01 20:25:00,639
18048,GID,1,2022-03-01 21:29:00,2022-03-01 21:30:00,693
18048,CBM,1,2022-03-01 22:01:00,2022-03-01 22:02:00,727
18048,MRK,1,2022-03-01 22:27:00,2022-03-01 22:28:00,753
18048,VKN,1,2022-03-01 23:24:00,2022-03-01 23:25:00,814
18048,NRT,1,2022-03-02 00:09:00,2022-03-02 00:10:00,851
18048,GNT,1,2022-03-02 01:20:00,2022-03-02 01:40:00,897
18048,BZA,1,2022-03-02 02:30:00,2022-03-02 02:40:00,928
18048,EE,1,2022-03-02 03:33:00,2022-03-02 03:35:00,988
18048,TDD,1,2022-03-02 04:09:00,2022-03-02 04:10:00,1036
18048,RJY,1,2022-03-02 04:53:00,2022-03-02 04:55:00,1078
18048,SLO,1,2022-03-02 05:39:00,2022-03-02 05:40:00,1128
18048,DVD,1,2022-03-02 07:48:00,2022-03-02 07:50:00,1261
18048,VSKP,1,2022-03-02 08:25:00,2022-03-02 08:45:00,1278
18048,VZM,1,2022-03-02 09:45:00,2022-03-02 09:47:00,1339
18048,CHE,1,2022-03-02 10:43:00,2022-03-02 10:45:00,1408
18048,PSA,1,2022-03-02 11:53:00,2022-03-02 11:55:00,1481
18048,BAM,1,2022-03-02 13:05:00,2022-03-02 13:07:00,1555
18048,KUR,1,2022-03-02 15:00:00,2022-03-02 15:20:00,1702
18048,BBS,1,2022-03-02 15:50:00,2022-03-02 15:55:00,1721
18048,CTC,1,2022-03-02 16:40:00,2022-03-02 16:45:00,1748
18048,JJKR,1,2022-03-02 17:43:00,2022-03-02 17:45:00,1820
18048,BHC,1,2022-03-02 18:36:00,2022-03-02 18:38:00,1864
18048,BLS,1,2022-03-02 19:26:00,2022-03-02 19:28:00,1926
18048,KGP,1,2022-03-02 21:03:00,2022-03-02 21:08:00,2044
18048,SRC,1,2022-03-02 22:50:00,2022-03-02 22:52:00,2152
18048,SHM,1,2022-03-02 23:20:00,2022-03-02 23:20:00,2157
18048,VSG,2,2022-03-02 06:30:00,2022-03-02 06:30:00,0
18048,MAO,2,2022-03-02 06:55:00,2022-03-02 07:00:00,28
18048,SVM,2,2022-03-02 07:21:00,2022-03-02 07:22:00,44
18048,QLM,2,2022-03-02 07:45:00,2022-03-02 07:50:00,62
18048,CLR,2,2022-03-02 09:05:00,2022-03-02 09:10:00,121
18048,LD,2,2022-03-02 09:43:00,2022-03-02 09:45:00,146
18048,DWR,2,2022-03-02 11:08:00,2022-03-02 11:10:00,216
18048,UBL,2,2022-03-02 11:50:00,2022-03-02 12:00:00,236
18048,GDG,2,2022-03-02 12:58:00,2022-03-02 13:00:00,294
18048,KBL,2,2022-03-02 13:50:00,2022-03-02 13:52:00,352
18048,HPT,2,2022-03-02 14:24:00,2022-03-02 14:26:00,379
18048,TNGL,2,2022-03-02 14:59:00,2022-03-02 15:00:00,412
18048,BAY,2,2022-03-02 16:18:00,2022-03-02 16:20:00,445
18048,GTL,2,2022-03-02 17:40:00,2022-03-02 17:50:00,495
18048,DHNE,2,2022-03-02 18:48:00,2022-03-02 18:50:00,564
18048,NDL,2,2022-03-02 20:20:00,2022-03-02 20:25:00,639
18048,GID,2,2022-03-02 21:29:00,2022-03-02 21:30:00,693
18048,CBM,2,2022-03-02 22:01:00,2022-03-02 22:02:00,727
18048,MRK,2,2022-03-02 22:27:00,2022-03-02 22:28:00,753
18048,VKN,2,2022-03-02 23:24:00,2022-03-02 23:25:00,814
18048,NRT,2,2022-03-03 00:09:00,2022-03-03 00:10:00,851
18048,GNT,2,2022-03-03 01:20:00,2022-03-03 01:40:00,897
18048,BZA,2,2022-03-03 02:30:00,2022-03-03 02:40:00,928
18048,EE,2,2022-03-03 03:33:00,2022-03-03 03:35:00,988
18048,TDD,2,2022-03-03 04:09:00,2022-03-03 04:10:00,1036
18048,RJY,2,2022-03-03 04:53:00,2022-03-03 04:55:00,1078
18048,SLO,2,2022-03-03 05:39:00,2022-03-03 05:40:00,1128
18048,DVD,2,2022-03-03 07:48:00,2022-03-03 07:50:00,1261
18048,VSKP,2,2022-03-03 08:25:00,2022-03-03 08:45:00,1278
18048,VZM,2,2022-03-03 09:45:00,2022-03-03 09:47:00,1339
18048,CHE,2,2022-03-03 10:43:00,2022-03-03 10:45:00,1408
18048,PSA,2,2022-03-03 11:53:00,2022-03-03 11:55:00,1481
18048,BAM,2,2022-03-03 13:05:00,2022-03-03 13:07:00,1555
18048,KUR,2,2022-03-03 15:00:00,2022-03-03 15:20:00,1702
18048,BBS,2,2022-03-03 15:50:00,2022-03-03 15:55:00,1721
18048,CTC,2,2022-03-03 16:40:00,2022-03-03 16:45:00,1748
18048,JJKR,2,2022-03-03 17:43:00,2022-03-03 17:45:00,1820
18048,BHC,2,2022-03-03 18:36:00,2022-03-03 18:38:00,1864
18048,BLS,2,2022-03-03 19:26:00,2022-03-03 19:28:00,1926
18048,KGP,2,2022-03-03 21:03:00,2022-03-03 21:08:00,2044
18048,SRC,2,2022-03-03 22:50:00,2022-03-03 22:52:00,2152
18048,SHM,2,2022-03-03 23:20:00,2022-03-03 23:20:00,2157
18048,VSG,3,2022-03-03 06:30:00,2022-03-03 06:30:00,0
18048,MAO,3,2022-03-03 06:55:00,2022-03-03 07:00:00,28
18048,SVM,3,2022-03-03 07:21:00,2022-03-03 07:22:00,44
18048,QLM,3,2022-03-03 07:45:00,2022-03-03 07:50:00,62
18048,CLR,3,2022-03-03 09:05:00,2022-03-03 09:10:00,121
18048,LD,3,2022-03-03 09:43:00,2022-03-03 09:45:00,146
18048,DWR,3,2022-03-03 11:08:00,2022-03-03 11:10:00,216
18048,UBL,3,2022-03-03 11:50:00,2022-03-03 12:00:00,236
18048,GDG,3,2022-03-03 12:58:00,2022-03-03 13:00:00,294
18048,KBL,3,2022-03-03 13:50:00,2022-03-03 13:52:00,352
18048,HPT,3,2022-03-03 14:24:00,2022-03-03 14:26:00,379
18048,TNGL,3,2022-03-03 14:59:00,2022-03-03 15:00:00,412
18048,BAY,3,2022-03-03 16:18:00,2022-03-03 16:20:00,445
18048,GTL,3,2022-03-03 17:40:00,2022-03-03 17:50:00,495
18048,DHNE,3,2022-03-03 18:48:00,2022-03-03 18:50:00,564
18048,NDL,3,2022-03-03 20:20:00,2022-03-03 20:25:00,639
18048,GID,3,2022-03-03 21:29:00,2022-03-03 21:30:00,693
18048,CBM,3,2022-03-03 22:01:00,2022-03-03 22:02:00,727
18048,MRK,3,2022-03-03 22:27:00,2022-03-03 22:28:00,753
18048,VKN,3,2022-03-03 23:24:00,2022-03-03 23:25:00,814
18048,NRT,3,2022-03-04 00:09:00,2022-03-04 00:10:00,851
18048,GNT,3,2022-03-04 01:20:00,2022-03-04 01:40:00,897
18048,BZA,3,2022-03-04 02:30:00,2022-03-04 02:40:00,928
18048,EE,3,2022-03-04 03:33:00,2022-03-04 03:35:00,988
18048,TDD,3,2022-03-04 04:09:00,2022-03-04 04:10:00,1036
18048,RJY,3,2022-03-04 04:53:00,2022-03-04 04:55:00,1078
18048,SLO,3,2022-03-04 05:39:00,2022-03-04 05:40:00,1128
18048,DVD,3,2022-03-04 07:48:00,2022-03-04 07:50:00,1261
18048,VSKP,3,2022-03-04 08:25:00,2022-03-04 08:45:00,1278
18048,VZM,3,2022-03-04 09:45:00,2022-03-04 09:47:00,1339
18048,CHE,3,2022-03-04 10:43:00,2022-03-04 10:45:00,1408
18048,PSA,3,2022-03-04 11:53:00,2022-03-04 11:55:00,1481
18048,BAM,3,2022-03-04 13:05:00,2022-03-04 13:07:00,1555
18048,KUR,3,2022-03-04 15:00:00,2022-03-04 15:20:00,1702
18048,BBS,3,2022-03-04 15:50:00,2022-03-04 15:55:00,1721
18048,CTC,3,2022-03-04 16:40:00,2022-03-04 16:45:00,1748
18048,JJKR,3,2022-03-04 17:43:00,2022-03-04 17:45:00,1820
18048,BHC,3,2022-03-04 18:36:00,2022-03-04 18:38:00,1864
18048,BLS,3,2022-03-04 19:26:00,2022-03-04 19:28:00,1926
18048,KGP,3,2022-03-04 21:03:00,2022-03-04 21:08:00,2044
18048,SRC,3,2022-03-04 22:50:00,2022-03-04 22:52:00,2152
18048,SHM,3,2022-03-04 23:20:00,2022-03-04 23:20:00,2157
18048,VSG,4,2022-03-04 06:30:00,2022-03-04 06:30:00,0
18048,MAO,4,2022-03-04 06:55:00,2022-03-04 07:00:00,28
18048,SVM,4,2022-03-04 07:21:00,2022-03-04 07:22:00,44
18048,QLM,4,2022-03-04 07:45:00,2022-03-04 07:50:00,62
18048,CLR,4,2022-03-04 09:05:00,2022-03-04 09:10:00,121
18048,LD,4,2022-03-04 09:43:00,2022-03-04 09:45:00,146
18048,DWR,4,2022-03-04 11:08:00,2022-03-04 11:10:00,216
18048,UBL,4,2022-03-04 11:50:00,2022-03-04 12:00:00,236
18048,GDG,4,2022-03-04 12:58:00,2022-03-04 13:00:00,294
18048,KBL,4,2022-03-04 13:50:00,2022-03-04 13:52:00,352
18048,HPT,4,2022-03-04 14:24:00,2022-03-04 14:26:00,379
18048,TNGL,4,2022-03-04 14:59:00,2022-03-04 15:00:00,412
18048,BAY,4,2022-03-04 16:18:00,2022-03-04 16:20:00,445
18048,GTL,4,2022-03-04 17:40:00,2022-03-04 17:50:00,495
18048,DHNE,4,2022-03-04 18:48:00,2022-03-04 18:50:00,564
18048,NDL,4,2022-03-04 20:20:00,2022-03-04 20:25:00,639
18048,GID,4,2022-03-04 21:29:00,2022-03-04 21:30:00,693
18048,CBM,4,2022-03-04 22:01:00,2022-03-04 22:02:00,727
18048,MRK,4,2022-03-04 22:27:00,2022-03-04 22:28:00,753
18048,VKN,4,2022-03-04 23:24:00,2022-03-04 23:25:00,814
18048,NRT,4,2022-03-05 00:09:00,2022-03-05 00:10:00,851
18048,GNT,4,2022-03-05 01:20:00,2022-03-05 01:40:00,897
18048,BZA,4,2022-03-05 02:30:00,2022-03-05 02:40:00,928
18048,EE,4,2022-03-05 03:33:00,2022-03-05 03:35:00,988
18048,TDD,4,2022-03-05 04:09:00,2022-03-05 04:10:00,1036
18048,RJY,4,2022-03-05 04:53:00,2022-03-05 04:55:00,1078
18048,SLO,4,2022-03-05 05:39:00,2022-03-05 05:40:00,1128
18048,DVD,4,2022-03-05 07:48:00,2022-03-05 07:50:00,1261
18048,VSKP,4,2022-03-05 08:25:00,2022-03-05 08:45:00,1278
18048,VZM,4,2022-03-05 09:45:00,2022-03-05 09:47:00,1339
18048,CHE,4,2022-03-05 10:43:00,2022-03-05 10:45:00,1408
18048,PSA,4,2022-03-05 11:53:00,2022-03-05 11:55:00,1481
18048,BAM,4,2022-03-05 13:05:00,2022-03-05 13:07:00,1555
18048,KUR,4,2022-03-05 15:00:00,2022-03-05 15:20:00,1702
18048,BBS,4,2022-03-05 15:50:00,2022-03-05 15:55:00,1721
18048,CTC,4,2022-03-05 16:40:00,2022-03-05 16:45:00,1748
18048,JJKR,4,2022-03-05 17:43:00,2022-03-05 17:45:00,1820
18048,BHC,4,2022-03-05 18:36:00,2022-03-05 18:38:00,1864
18048,BLS,4,2022-03-05 19:26:00,2022-03-05 19:28:00,1926
18048,KGP,4,2022-03-05 21:03:00,2022-03-05 21:08:00,2044
18048,SRC,4,2022-03-05 22:50:00,2022-03-05 22:52:00,2152
18048,SHM,4,2022-03-05 23:20:00,2022-03-05 23:20:00,2157
18048,VSG,5,2022-03-05 06:30:00,2022-03-05 06:30:00,0
18048,MAO,5,2022-03-05 06:55:00,2022-03-05 07:00:00,28
18048,SVM,5,2022-03-05 07:21:00,2022-03-05 07:22:00,44
18048,QLM,5,2022-03-05 07:45:00,2022-03-05 07:50:00,62
18048,CLR,5,2022-03-05 09:05:00,2022-03-05 09:10:00,121
18048,LD,5,2022-03-05 09:43:00,2022-03-05 09:45:00,146
18048,DWR,5,2022-03-05 11:08:00,2022-03-05 11:10:00,216
18048,UBL,5,2022-03-05 11:50:00,2022-03-05 12:00:00,236
18048,GDG,5,2022-03-05 12:58:00,2022-03-05 13:00:00,294
18048,KBL,5,2022-03-05 13:50:00,2022-03-05 13:52:00,352
18048,HPT,5,2022-03-05 14:24:00,2022-03-05 14:26:00,379
18048,TNGL,5,2022-03-05 14:59:00,2022-03-05 15:00:00,412
18048,BAY,5,2022-03-05 16:18:00,2022-03-05 16:20:00,445
18048,GTL,5,2022-03-05 17:40:00,2022-03-05 17:50:00,495
18048,DHNE,5,2022-03-05 18:48:00,2022-03-05 18:50:00,564
18048,NDL,5,2022-03-05 20:20:00,2022-03-05 20:25:00,639
18048,GID,5,2022-03-05 21:29:00,2022-03-05 21:30:00,693
18048,CBM,5,2022-03-05 22:01:00,2022-03-05 22:02:00,727
18048,MRK,5,2022-03-05 22:27:00,2022-03-05 22:28:00,753
18048,VKN,5,2022-03-05 23:24:00,2022-03-05 23:25:00,814
18048,NRT,5,2022-03-06 00:09:00,2022-03-06 00:10:00,851
18048,GNT,5,2022-03-06 01:20:00,2022-03-06 01:40:00,897
18048,BZA,5,2022-03-06 02:30:00,2022-03-06 02:40:00,928
18048,EE,5,2022-03-06 03:33:00,2022-03-06 03:35:00,988
18048,TDD,5,2022-03-06 04:09:00,2022-03-06 04:10:00,1036
18048,RJY,5,2022-03-06 04:53:00,2022-03-06 04:55:00,1078
18048,SLO,5,2022-03-06 05:39:00,2022-03-06 05:40:00,1128
18048,DVD,5,2022-03-06 07:48:00,2022-03-06 07:50:00,1261
18048,VSKP,5,2022-03-06 08:25:00,2022-03-06 08:45:00,1278
18048,VZM,5,2022-03-06 09:45:00,2022-03-06 09:47:00,1339
18048,CHE,5,2022-03-06 10:43:00,2022-03-06 10:45:00,1408
18048,PSA,5,2022-03-06 11:53:00,2022-03-06 11:55:00,1481
18048,BAM,5,2022-03-06 13:05:00,2022-03-06 13:07:00,1555
18048,KUR,5,2022-03-06 15:00:00,2022-03-06 15:20:00,1702
